canonical_id,name,region,primary_category,category_tags,description,address,street,city,postal_code,latitude,longitude,website,phone,google_maps_url,google_place_id,rating,review_count,image_url,source_count,metadata_source_count,metadata_completeness_score,mapping_method,mapping_confidence,last_observed_at,metadata_version,website_semantics,operational_status_semantics,address_semantics,phone_semantics,opening_hours_semantics,facilities_semantics,description_semantics,has_address,has_website,has_phone,has_hours,has_facilities
can_f7ccd97342ff,Pulau Pahawangkecil,Kabupaten Pringsewu,island,"[""island"", ""nature""]",,"Pulau Pahawang, Pardasuka, Kabupaten Pringsewu, Lampung, Indonesia",,,,-5.6744444,105.2422222,,,https://www.google.com/maps/search/?api=1&query=Pulau%20Pahawangkecil&query_place_id=ChIJJVOnfEAlQS4RLgNg8tORzvU,ChIJJVOnfEAlQS4RLgNg8tORzvU,4.6,16.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGe_Y6CDI-ptWYJp_UTjuUqwcN1c9a-sCkrKAojpWAgJthZlKjwk1GwjIQwtUpr5XCOYAmEueqSRa5_VayRTnChbL7cfDx1OFZBdbOozio8YKwe8ONTzbpPxrBe6ShmSQRXqvsffg=w426-h240-k-no,1,1,45,source_record_id,1.0,2026-07-13T03:19:01.115Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,missing,missing,True,False,False,False,False
can_01c9457424a4,Kolam Pemandian Wonotirto,Kabupaten Pesawaran,waterpark,"[""waterpark"", ""recreation""]",,"C3MP+86, Pesawaran Indah, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451, Indonesia",,,,-5.5666571,105.0855002,,+6282278071774,https://www.google.com/maps/search/?api=1&query=Kolam%20Pemandian%20Wonotirto&query_place_id=ChIJH4xXCBMrQS4RfNI7dPBb-5E,ChIJH4xXCBMrQS4RfNI7dPBb-5E,4.4,10.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWndUhvKnNS2Z34-mwF7EaI5rPPYt2rnC3UEZazS9z0swUhjYr7hO2hVza0BpT2wxcG0dzt1AJqbLHlvfEfqjsm0EcFy_YS5dRt55KHqQypgMpie3GuyGi1QBfIJSOInv5ZrOQas=w408-h306-k-no,1,1,85,source_record_id,1.0,2026-07-13T03:19:02.608Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_cf583713c546,Pantai Klara Lampung,Kabupaten Pesawaran,beach,"[""nature"", ""beach""]","Pantai berpasir & berlatar pohon kelapa, dengan rental perahu, kedai makanan, dan panorama sunset yang indah.","Jl. Way Ratai No.99, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451, Indonesia",,,,-5.5799026,105.2131419,,+6281369134315,https://www.google.com/maps/search/?api=1&query=Pantai%20Klara%20Lampung&query_place_id=ChIJQYqx4oQoQS4Rmes1l6Tpvb0,ChIJQYqx4oQoQS4Rmes1l6Tpvb0,4.4,3798.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmx4UwvN_S23zRWHrHmgYos-HQtNX_q5YNUQ5XPngHFfaE4X8AfUtl_3tnzjtvfCSh-rUTt6jV-xq1BXAcOXd5YzuCx3IqjbaIyUQmrU0qR_SsyI6NWVYAAus51hYO4H9_czJPZxQ=w408-h302-k-no,1,1,90,source_record_id,1.0,2026-07-13T03:19:06.639Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,observed,True,False,True,True,True
can_b279666e08e8,Aero Travelindo,Kabupaten Pesawaran,other,"[""other""]",,"Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung, Indonesia",,,,-5.5867459,105.2272888,https://aerotravelindo.co.id,+6289631585510,https://www.google.com/maps/search/?api=1&query=Aero%20Travelindo&query_place_id=ChIJISMV1NgnQS4RIGJ_5Tr11QA,ChIJISMV1NgnQS4RIGJ_5Tr11QA,4.7,189.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnfQYx0hVmNTdcTLMjXqLsvnMLUlAZciXloFf0qWDGK4Rke7_r50Gv9LhXX59I-vV_tLT9MtTx4QVqPB3qU4UaZkvdsr6K3eMYrUdhmHFR3CK03fBM6pVgOWJdyiD6Dk-bvKUs=w426-h240-k-no,1,1,80,source_record_id,1.0,2026-07-13T03:19:06.639Z,metadata_backfill_pilot_v1,observed,observed,observed,observed,missing,observed,missing,True,True,True,False,True
can_cada872752b2,Pantai Sari Ringgung,Kabupaten Pesawaran,beach,"[""nature"", ""beach""]","Berenang, olahraga air & resto di tepi pantai, plus naik perahu ke masjid terapung & area pasir lepas pantai.","Jl. Way Ratai No.KM. 14, Sidodadi, Teluk Pandan, Kabupaten Pesawaran, Lampung 35451, Indonesia",,,,-5.5575315,105.2521742,https://pantai-sari-ringgung-tourist-attraction.business.site,+6285273218664,https://www.google.com/maps/search/?api=1&query=Pantai%20Sari%20Ringgung&query_place_id=ChIJFxjbvUnaQC4RQPsVeOLWiFo,ChIJFxjbvUnaQC4RQPsVeOLWiFo,4.2,7668.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIesvt1cl3sfj7Xq2m-UYtnzIbNYN6ZJd5IjxAsAKP5awxlZH05QRXEeUDKglRR_3Rx5roMP-jq7DBpZbgS-334U59bEO-lqRsmY5GvLn9W-Szby_jXypJoVegqvTPt4KbZ1Qf7w=w408-h306-k-no,1,1,70,source_record_id,1.0,2026-07-13T03:19:08.674Z,metadata_backfill_pilot_v1,observed,observed,observed,observed,missing,missing,observed,True,True,True,False,False
can_236985ac79b1,Pulau Tangkil,Kabupaten Pesawaran,island,"[""island"", ""nature""]","Bungalo kelas atas di pulau pribadi dengan hutan & pasir putih, plus olahraga air & snorkeling.","Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung, Indonesia",,,,-5.5122222,105.2713889,,,https://www.google.com/maps/search/?api=1&query=Pulau%20Tangkil&query_place_id=ChIJV9J7kovYQC4REcCAPwx6t2A,ChIJV9J7kovYQC4REcCAPwx6t2A,4.3,169.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkXjTk8wOInSEmaNWJe-JkShcLaMIU-BHEHVGCYlIqJdyZwdx-1dppABWLsLL4HB-Bm5hGBi7rnVEXYwr2n4aMiZGN42KWupueStv5pV7-ExjAz9Pa8hF9mrKiDX8YdvPdIXxQN=w425-h240-k-no,1,1,50,source_record_id,1.0,2026-07-13T03:19:08.821Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,missing,observed,True,False,False,False,False
can_7e4407f19c27,Mr Sunday - Trip Pulau Pahawang,Kabupaten Pesawaran,island,"[""island"", ""nature""]",,"C66H+PMF Desa Batu Menyan, Jl. Padang Cermin, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451, Indonesia",,,,-5.5881932,105.2291804,,+6282278117301,https://www.google.com/maps/search/?api=1&query=Mr%20Sunday%20-%20Trip%20Pulau%20Pahawang&query_place_id=ChIJJZqBGyMmQS4R2nELHbiOPoY,ChIJJZqBGyMmQS4R2nELHbiOPoY,4.9,7.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtfWVkwApmlhGYOhylPenkKZNEaIDlF64ap2M9nQZ_spUQd_JKLULH_IwZfSl7jj-f6CBp2XL2RzwlGOWWg5r0h8_pFq0FU--Y3nWpPa_TSa0h53460LkE5ubJQpJ8CdxcT0aE7Q=w408-h306-k-no,1,1,70,source_record_id,1.0,2026-07-13T03:19:08.882Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,missing,missing,True,False,True,True,False
can_83f96132a28e,B.C Lantana,Kabupaten Pesawaran,other,"[""other""]",,"F422+WCC, Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung 35451, Indonesia",,,,-5.5455128,105.1001974,,,https://www.google.com/maps/search/?api=1&query=B.C%20Lantana&query_place_id=ChIJ96AXfwArQS4R7sMD9pmJjMM,ChIJ96AXfwArQS4R7sMD9pmJjMM,4.9,14.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVMomHQV_KpekWHlu2F2Get8vcbGgVs0GEtMTMhNjU0Tt8X4yxcly3lhIPZ0bblGx_YFbSBqzgZYdAZ0tmVAlBzgVKEk0smwv3WXCCdQq7sd_5hUjGPSPysIwl65f4IOVRGZJQzFwhv2A_=w408-h544-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:20:23.733Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_dbab64cde3cc,KEBUN JERUK OM DARWIS,Kabupaten Pesawaran,agrotourism,"[""nature"", ""agrotourism""]",,"Q5G4+M4, Kresno Widodo, Kec. Tegineneng, Kabupaten Pesawaran, Lampung 35363, Indonesia",,,,-5.2233694,105.1553138,,+6282267284669,https://www.google.com/maps/search/?api=1&query=KEBUN%20JERUK%20OM%20DARWIS&query_place_id=ChIJB2vfAADJQC4RFpFp607SWbY,ChIJB2vfAADJQC4RFpFp607SWbY,5.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFC2euVPuAIX2QTV1HsOi6UU7ZKuRKK-dejXP7xsVmeBaO97q1bgylN03LpX9EjRCRlW8WKCdWhUo7xGONwzU-kqFjX_k9pgZi0hv5f7nIXRwg58Jdf4KJ0Kk6lW3vhmWMNPA6g=w408-h408-k-no,1,1,85,source_record_id,1.0,2026-07-13T03:20:35.535Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_5d307a1b99f0,Pulau Tangkil,Kabupaten Pesawaran,island,"[""island"", ""recreation"", ""nature"", ""family""]",,"F7PC+WG8, Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung, Indonesia",,,,-5.5127058,105.2713259,,+628117911222,https://www.google.com/maps/search/?api=1&query=Pulau%20Tangkil&query_place_id=ChIJnUTn7YvYQC4RsjyL8o8AP24,ChIJnUTn7YvYQC4RsjyL8o8AP24,4.3,33.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlKwUZ7YI1c6XTMzKSTsGEVKyLz45u7KIrP_7ruVuOubbT0bXTM83CQDx7OxUrP3XPX9WqT4LVncNBLTf0pIgtrS4QSOlKruoZIhsUGfdtrQgpCdd8CAqNLlvDFp85kBWf65bcSCA=w408-h306-k-no,1,1,70,source_record_id,1.0,2026-07-13T03:20:35.629Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,missing,observed,missing,True,False,True,False,True
can_cbf58a67baf3,WISATA KEBUN JERUK DAENG PARIS 1,Kabupaten Pesawaran,agrotourism,"[""nature"", ""agrotourism"", ""park"", ""recreation""]",,"R6H5+HQ5, Batang Hari Ogan, Kec. Tegineneng, Kabupaten Pesawaran, Lampung 35363, Indonesia",,,,-5.17111,105.2094702,,+62859191680177,https://www.google.com/maps/search/?api=1&query=WISATA%20KEBUN%20JERUK%20DAENG%20PARIS%201&query_place_id=ChIJm7f4GJy3QC4R6hdvrdpNrpM,ChIJm7f4GJy3QC4R6hdvrdpNrpM,4.4,7.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0PkA-8VT32SkoZv3irRFNKpPSCZkh9YV4KF9ZH2pqvS0_JSbEPrbLrUo4gaTI4-n3Q5sxNK6Sw3KmdwZGFf2XcAboOAQ2PpYB6mQ7kFY97IPkjKCVJ_k3aJXWDn5cRkwQ2NG1=w426-h240-k-no,1,1,85,source_record_id,1.0,2026-07-13T03:20:36.642Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_26e23b155151,KEBUN ALPUKAT YELLOW Golden Way Harong,Kabupaten Pesawaran,agrotourism,"[""nature"", ""agrotourism""]",,"H23G+XGX, Way Harong, Way Lima, Kabupaten Pesawaran, Lampung 35367, Indonesia",,,,-5.4450095,105.0263562,,+628175265262,https://www.google.com/maps/search/?api=1&query=KEBUN%20ALPUKAT%20YELLOW%20Golden%20Way%20Harong&query_place_id=ChIJ045inQQtRy4RJ1eOPBBqpFs,ChIJ045inQQtRy4RJ1eOPBBqpFs,5.0,7.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkXIrYYxZYmL1TerONvgKg_5-fhWdM8avLxuxtuiYKHzmX6Z6z0jSkgXWr4ZPsm1ajknj68zpdE8YM71aOv3P-yjWioDVohYxAbmt3kcMTly7661Pq1VVrrZlCFbYu9hsmc_pZv=w408-h408-k-no,1,1,85,source_record_id,1.0,2026-07-13T03:20:44.722Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_4db9b666b071,Air terjun Sukma Ilang,Kabupaten Pesawaran,waterfall,"[""nature"", ""waterfall""]",,"H4HX+29P, Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung, Indonesia",,,,-5.4224062,105.1484657,,,https://www.google.com/maps/search/?api=1&query=Air%20terjun%20Sukma%20Ilang&query_place_id=ChIJEegyVT7RQC4R4TRoDKWeHa8,ChIJEegyVT7RQC4R4TRoDKWeHa8,5.0,1.0,,1,1,60,source_record_id,1.0,2026-07-13T03:21:53.285Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_70d12f0a7aac,Sidodadi Water fall,Kabupaten Pesawaran,recreation,"[""recreation"", ""park""]",,"F3HM+R2C, Bangun Rejo,, Gunung Rejo, Padang Cermin, Pesawaran Regency, Lampung 35451, Indonesia",,,,-5.5204383,105.0825018,,,https://www.google.com/maps/search/?api=1&query=Sidodadi%20Water%20fall&query_place_id=ChIJeygWTpzVQC4RTTZTg4h03To,ChIJeygWTpzVQC4RTTZTg4h03To,4.0,1.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkoKE9w8aFsGRuynBbYt_JarUMHHtMwMfUpO_3N91QfAf1ICKEiEIZfqEf3hoEOOnguxKvRTEnInwNL3ELiG_FsV9ioTuzqATDEu2ndu8mCwZlmNlhCgVTekalrE-w11DnteHJ=w408-h612-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:21:53.435Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_9e088d30e726,Lembah Mamabe,Kabupaten Pesawaran,other,"[""other""]",,"G6W4+3FJ, Tj. Agung, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35234, Indonesia",,,,-5.4547909,105.2061475,,+6282167028723,https://www.google.com/maps/search/?api=1&query=Lembah%20Mamabe&query_place_id=ChIJGcblyGXXQC4RrTHeHvkE3Is,ChIJGcblyGXXQC4RrTHeHvkE3Is,4.5,6.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnE8-ARmJa7ut-5_UL4Bi40TwnVA03jFMMfTzuSWiloAJlwyFb79w21Pz3PYPfspowMbU98txuVf6ouqcXqisJcsilisK-RQOcVv-ZBEE0sF5PEJ2SEVtdscGPlEHuhlHCOZsju=w408-h306-k-no,1,1,70,source_record_id,1.0,2026-07-13T03:21:55.610Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,missing,observed,missing,True,False,True,False,True
can_a4073e37b1a3,Taman sukaraja,Kabupaten Pesawaran,park,"[""park""]",,"J453+W99, Sukaraja, Kec. Gedong Tataan, Kabupaten Pesawaran, Lampung 35366, Indonesia",,,,-5.390203,105.1034993,,,https://www.google.com/maps/search/?api=1&query=Taman%20sukaraja&query_place_id=ChIJt7wq3HPTQC4R5ZTm8TawU9c,ChIJt7wq3HPTQC4R5ZTm8TawU9c,5.0,1.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkdSEiN4HIdUNY6C4F36Gxmcm1Y4bbKacHH3l6SsnBcca6PNTOi82gxfX8HPvWuqA6YcyNewdwcHJavzMOSq9LlgF23Co1VgnxGlWjzxbU5DYHY4DflaNHrAPK7KVqBXRjRCZHGg=w426-h240-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:22:00.031Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_2072b3547930,Mata Air Sumberagung1,Kabupaten Tanggamus,recreation,"[""recreation"", ""park""]",,"Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35374, Indonesia",,,,-5.3711286,104.6779113,,+6285814272792,https://www.google.com/maps/search/?api=1&query=Mata%20Air%20Sumberagung1&query_place_id=ChIJ1QKNm0g9Ry4RSsayhXZ9qWU,ChIJ1QKNm0g9Ry4RSsayhXZ9qWU,4.4,444.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbqTqO0WJTT508apvDC9GaTYYfcct7TcJ7XWrM8bX_4kQ5Mn8-Xb3SvhZbNs4abmTlM0HJ4QKVWJcWjkE8dM7mY57O53SDWybUkKuxCiUR3fd6gj-E2srGFCuaLUFiTve4vTMZjA=w424-h240-k-no,1,1,85,source_record_id,1.0,2026-07-13T03:20:47.908Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_65c1d43cb691,Wisata mata air,Kabupaten Tanggamus,park,"[""park""]",,"JMGG+QVR, Jl. Raya Talang Beringin, Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35679, Indonesia",,,,-5.3707893,104.67767,,,https://www.google.com/maps/search/?api=1&query=Wisata%20mata%20air&query_place_id=ChIJw3z8eQA9Ry4RxRF81Xt-BUc,ChIJw3z8eQA9Ry4RxRF81Xt-BUc,5.0,6.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlihP5x-SoMrCLYnRff37BrgGUSexaE2ba1P_Blfsttg5DWmfYzRW1qned8L1awfgji6ykDnnXfZe1NecmzRXuaJnWmjio9mHF3bbLTs5rVkKzZsUnhku1u8n8iJHUhqhCRnZ70g=w408-h544-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:20:47.908Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
