canonical_id,name,region,pilot_batch,total_reviews_collected,positive_collected,negative_collected,neutral_collected,positive_selected,negative_selected,neutral_selected,coverage_status,target_positive,target_negative,target_neutral
can_106ac0f68f3c,Gus Planters,Kabupaten Pesisir Barat,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_10fd29264b96,Bendungan Danau Asri,Kabupaten Mesuji,batch_001,6,5,0,1,5,0,0,partial_bucket_coverage,5,5,3
can_110646772b01,Pasir wisata pasir putih,Kabupaten Lampung Selatan,batch_001,27,16,10,1,5,5,1,partial_bucket_coverage,5,5,3
can_11181c5bec13,Taman berwarna pingled 21,Kota Metro,batch_001,1,1,0,0,0,0,0,reviews_without_text,5,5,3
can_111f61b5cbc0,Air terjun apik,Kabupaten Lampung Timur,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_118fd34cfb53,PANTAI MUARA INDAH SUAK,Kabupaten Lampung Selatan,batch_001,26,20,5,1,5,4,1,partial_bucket_coverage,5,5,3
can_121ff93e6ff6,Simpang sainal,Kabupaten Way Kanan,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_131a6aa5a25b,Rumah Pak Suwaliono,Kabupaten Lampung Tengah,batch_001,1,1,0,0,0,0,0,reviews_without_text,5,5,3
can_1412b75de30a,Tugu Adipura,Kota Bandar Lampung,batch_001,24,16,8,0,5,5,0,partial_bucket_coverage,5,5,3
can_142a3fb45d57,POS 1 Gunung Tanggamus,Kabupaten Tanggamus,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_151f3bbf542d,Pantai Mutun,Kabupaten Lampung Selatan,batch_001,27,16,10,1,5,5,1,partial_bucket_coverage,5,5,3
can_15dc7c773782,Taman Tugu Dodos,Kabupaten Tulang Bawang,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_16454bdc631e,Wisata gerojokan,Kabupaten Lampung Timur,batch_001,8,8,0,0,5,0,0,partial_bucket_coverage,5,5,3
can_168c0626e801,Sawah dede lili,Kabupaten Pringsewu,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_173d9bd63841,Wisata taman mbh jo,Kabupaten Lampung Timur,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_17b24ba62485,Water Park Citra Garden,Kota Bandar Lampung,batch_001,28,19,9,0,5,5,0,partial_bucket_coverage,5,5,3
can_180f5d4c7bb2,Taman Pahlawan,Kota Bandar Lampung,batch_001,16,14,0,2,5,0,2,partial_bucket_coverage,5,5,3
can_1864fa0869eb,Kebun elen,Kabupaten Way Kanan,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_1a46f7a6372c,Taman Nasional Way Kambas,Kabupaten Lampung Timur,batch_001,32,20,12,0,5,5,0,partial_bucket_coverage,5,5,3
can_1ab913eb55bf,Pantai minangrua,Kabupaten Lampung Selatan,batch_001,22,15,4,3,5,3,3,partial_bucket_coverage,5,5,3
can_1bc7d7c308eb,Kawasan Wisata Sumur Putri,Kota Bandar Lampung,batch_001,10,9,0,1,5,0,0,partial_bucket_coverage,5,5,3
can_1c185bb8d31e,Embung Way Sumber Jaya,Kabupaten Tulang Bawang Barat,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_1c55fb1a056f,Taman TOGA (Tanaman Obat Keluarga),Kabupaten Lampung Selatan,batch_001,0,0,0,0,0,0,0,no_google_reviews,5,5,3
can_1dd38a94e626,Taman SMA Negeri 1 Sukoharjo,Kabupaten Pringsewu,batch_001,5,4,1,0,3,1,0,partial_bucket_coverage,5,5,3
can_1f2fa288fb40,WISATA BATU SERIBU (WayRupik),Kabupaten Lampung Tengah,batch_001,6,5,0,1,4,0,1,partial_bucket_coverage,5,5,3
can_1f6b9f3c2ceb,Camping Area Sonokeling 1,Kabupaten Tanggamus,batch_002,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_1fe48893cb08,Puncak Mas,Kota Bandar Lampung,batch_002,20,8,11,1,5,3,1,partial_bucket_coverage,5,3,2
can_1fef284e7d10,Dermaga Pulau Pahawang,Kabupaten Pesawaran,batch_002,12,8,4,0,5,3,0,partial_bucket_coverage,5,3,2
can_2072b3547930,Mata Air Sumberagung1,Kabupaten Tanggamus,batch_002,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_23165c99d33c,Pantai Penaga Resort,Kabupaten Pesisir Barat,batch_002,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_236985ac79b1,Pulau Tangkil,Kabupaten Pesawaran,batch_002,17,12,5,0,5,3,0,partial_bucket_coverage,5,3,2
can_23c13bac03c9,"WISGRA SUNGAI WAY KANDIS, Trikora",Kabupaten Lampung Selatan,batch_002,13,8,3,2,5,3,2,complete_bucket_coverage,5,3,2
can_248208cda700,Pantai keduk,Kabupaten Lampung Utara,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_24edbb246283,Taman Gedung Ram,Kabupaten Mesuji,batch_002,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_2678cb656d1f,"1&2 Beefree Beach Bar & Surf Lesson. sewa papan surfing, open trip",Kabupaten Pesisir Barat,batch_002,9,9,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_26b28da9aa2c,Dermaga Pulau Pasaran,Kota Bandar Lampung,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_26e23b155151,KEBUN ALPUKAT YELLOW Golden Way Harong,Kabupaten Pesawaran,batch_002,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_2850f83ad341,Kolam Renang Perahu Layar,Kabupaten Lampung Selatan,batch_002,7,4,3,0,4,2,0,partial_bucket_coverage,5,3,2
can_29ee2506c048,Pemancingan,Kabupaten Lampung Utara,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_2a97b8804881,EMBUNG ALBARET,Kabupaten Mesuji,batch_002,2,1,0,1,0,0,1,partial_bucket_coverage,5,3,2
can_2b57343dd504,Samar Scout Camp,Kota Bandar Lampung,batch_002,10,10,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_2c95a7b80b4b,Nyapah Nisom a k,Kabupaten Tulang Bawang Barat,batch_002,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_2cfc7986fdba,Gedung Serba Guna Taman Kehati,Kabupaten Mesuji,batch_002,10,6,0,4,5,0,2,partial_bucket_coverage,5,3,2
can_2f428dbb6ad1,Alun alun Agung,Kabupaten Tulang Bawang,batch_002,10,7,2,1,5,1,1,partial_bucket_coverage,5,3,2
can_2f42e3897ac9,Taman Wisata Rafa,Kabupaten Lampung Tengah,batch_002,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_2f84aa658420,Sawahku 4300,Kabupaten Pringsewu,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_30bffb5fae0c,Taman Cintaku,Kota Bandar Lampung,batch_002,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_31059bd822d1,Ekowisata Sekar Bahari Mangrove,Kabupaten Lampung Timur,batch_002,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_31542a3adb2e,Air terjun ciupang,Kabupaten Pesawaran,batch_002,13,9,4,0,5,3,0,partial_bucket_coverage,5,3,2
can_32d3e55bc4d9,Pemandian Air Panas Jukuh Batu,Kabupaten Way Kanan,batch_002,12,10,2,0,5,1,0,partial_bucket_coverage,5,3,2
can_3349365744d5,Bukit Cemara Tegal sari,Kabupaten Pesawaran,batch_002,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_33e649f92e8d,Tanjung BEO Wanawisata Nirwana Resort,Kabupaten Lampung Selatan,batch_002,6,2,1,3,1,1,2,partial_bucket_coverage,5,3,2
can_3616a9efeb0d,Situs Keratuan Balau,Kota Bandar Lampung,batch_002,6,6,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_363dfc813918,Sebalang Sky,Kabupaten Lampung Selatan,batch_002,5,5,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_364b0dfc9dea,Keday nelayan vanie,Kabupaten Pesisir Barat,batch_002,9,9,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_36b9e1f98ce9,Bukit teletabis estetik,Kota Metro,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_3741c2c75bac,Pariwisata Batu Kapal,Kabupaten Tanggamus,batch_002,8,6,2,0,5,1,0,partial_bucket_coverage,5,3,2
can_379d368b7122,Pulau Sulah,Kabupaten Lampung Selatan,batch_002,12,11,1,0,5,0,0,partial_bucket_coverage,5,3,2
can_380cd068a4e4,Simpang rengas wisata,Kabupaten Lampung Utara,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_39fee54e923d,Bundaran FF,Kabupaten Way Kanan,batch_002,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_3b6a4446ea0d,"MT Seminung, 1881 Mdpl",Kabupaten Lampung Barat,batch_002,12,11,0,1,5,0,0,partial_bucket_coverage,5,3,2
can_3b7d06cd5ee1,Pantai Kedu Sinar Laut,Kabupaten Lampung Selatan,batch_002,15,10,0,5,5,0,2,partial_bucket_coverage,5,3,2
can_3c9d25ff4912,Taman Citra Garden,Kota Bandar Lampung,batch_002,7,6,0,1,5,0,0,partial_bucket_coverage,5,3,2
can_3de983ac8e2c,TPU Bandar Jaya,Kabupaten Lampung Tengah,batch_002,10,8,1,1,5,1,1,partial_bucket_coverage,5,3,2
can_3f7d38e8cabe,Air Panas di Pantai Kalianda,Kabupaten Lampung Selatan,batch_002,9,9,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_3fed28a229ed,Taman bunga buah bukit sion,Kabupaten Pringsewu,batch_002,2,1,0,1,1,0,0,partial_bucket_coverage,5,3,2
can_40a3df3667b4,Lapangan BRAJAASRI,Kabupaten Lampung Timur,batch_002,11,8,2,1,5,2,1,partial_bucket_coverage,5,3,2
can_43e0dc8c2d98,Teluk berak,Kabupaten Tanggamus,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_43fd39fb5671,Agro wisata,Kabupaten Tulang Bawang Barat,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_4479573dce23,Kebun lada sinar laut,Kabupaten Tanggamus,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_45f5aeecef58,Cecakhah way pekhos,Kabupaten Lampung Selatan,batch_002,11,9,1,1,5,1,1,partial_bucket_coverage,5,3,2
can_46344e0deb0c,Old Steel Bridge,Kabupaten Tanggamus,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_465fe1a4cbc7,Wall climbing Politeknik Tunas Garuda,Kabupaten Tulang Bawang Barat,batch_002,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_472dcadf2e91,Teluk Nipah Kalianda,Kabupaten Lampung Selatan,batch_002,2,1,1,0,1,0,0,partial_bucket_coverage,5,3,2
can_47488bf0fc45,sawah adnan,Kabupaten Mesuji,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_48b4908d30ee,pantai duta wisata,Kota Bandar Lampung,batch_002,14,9,2,3,5,2,2,partial_bucket_coverage,5,3,2
can_48b7e18df94a,Tiwii,Kabupaten Tulang Bawang,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_4caecae1c000,Teluk betung,Kabupaten Pesawaran,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_4db9b666b071,Air terjun Sukma Ilang,Kabupaten Pesawaran,batch_002,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_4e34966ef831,Bukit Kramat area tebu,Kabupaten Way Kanan,batch_002,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_4e9a0153df9c,Taman Ki Hajar Dewantara,Kabupaten Lampung Timur,batch_002,20,11,8,1,5,3,1,partial_bucket_coverage,5,3,2
can_4ec06701eef2,Taman bunga Celosia Nandini,Kota Metro,batch_002,8,5,1,2,4,1,2,partial_bucket_coverage,5,3,2
can_4ed9dccc7fc8,Hendro Taman Hidroponik Ini & Organik,Kota Bandar Lampung,batch_002,12,8,2,2,5,2,2,partial_bucket_coverage,5,3,2
can_4f2843746fe0,Pantai BUDANGIN,Kabupaten Lampung Barat,batch_002,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_5172878bb5f9,Lembah Hijau,Kota Bandar Lampung,batch_002,19,13,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_528d83eabf29,Embung Dewi Sri Sendangretno,Kabupaten Lampung Tengah,batch_002,4,4,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_55959c4e17fd,Durian Urut,Kabupaten Pesisir Barat,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_564df5c7de36,Spot toman,Kabupaten Tulang Bawang,batch_002,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_57b692bafa39,Bukit Sakura Kemiling,Kota Bandar Lampung,batch_002,16,9,7,0,5,3,0,partial_bucket_coverage,5,3,2
can_57c6de033708,Canti Kalianda Beach,Kabupaten Lampung Selatan,batch_002,6,4,2,0,3,2,0,partial_bucket_coverage,5,3,2
can_58c471e76647,Slanik Waterpark Lampung,Kabupaten Lampung Selatan,batch_002,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_58c807b2db79,Taman berwarna pingled 22,Kota Metro,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_58dbf563cd1b,Pantai kerang mas ujung,Kabupaten Lampung Timur,batch_002,11,8,0,3,5,0,2,partial_bucket_coverage,5,3,2
can_59a8f91551ac,Pahawang,Kabupaten Pesawaran,batch_002,13,9,0,4,5,0,2,partial_bucket_coverage,5,3,2
can_5b090a3eef9a,Taman Yosomulyo,Kota Metro,batch_002,14,9,1,4,5,1,2,partial_bucket_coverage,5,3,2
can_5bfcf4361215,Kebun Sambudi,Kabupaten Way Kanan,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_5d307a1b99f0,Pulau Tangkil,Kabupaten Pesawaran,batch_003,14,9,0,5,5,0,2,partial_bucket_coverage,5,3,2
can_5dd47abc65d1,Kolam Renang Tirta Garden,Kabupaten Tulang Bawang,batch_003,18,10,7,1,5,3,1,partial_bucket_coverage,5,3,2
can_5e028583732f,PEMANCINGAN ENTONG,Kabupaten Lampung Timur,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_5f8aebc62c3b,Khalisaa,Kabupaten Pringsewu,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_60213ad709e9,Taman Bunderan Pasar Lama,Kabupaten Tulang Bawang,batch_003,9,6,2,1,5,1,1,partial_bucket_coverage,5,3,2
can_60372709f532,Lampung Walk,Kota Bandar Lampung,batch_003,15,8,6,1,5,3,1,partial_bucket_coverage,5,3,2
can_63edbda4acba,Arum jeram,Kabupaten Lampung Utara,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_63f18aaf8fe3,Wisata Jeruk Nandasari,Kabupaten Lampung Tengah,batch_003,2,1,1,0,1,0,0,partial_bucket_coverage,5,3,2
can_65c1d43cb691,Wisata mata air,Kabupaten Tanggamus,batch_003,3,3,0,0,2,0,0,partial_bucket_coverage,5,3,2
can_66fdd8bc783d,Water World Lampung,Kabupaten Lampung Selatan,batch_003,21,13,7,1,5,3,1,partial_bucket_coverage,5,3,2
can_684dc64e2007,Taman Sahabat Kotabumi,Kabupaten Lampung Utara,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_68d3dfe705e8,Pantai Ketang,Kabupaten Lampung Selatan,batch_003,14,8,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_6997564dc98d,Miso 4 saudara,Kabupaten Pesisir Barat,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_69d3f2d38cb6,Kebun Raya Liwa,Kabupaten Lampung Barat,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_6ab9ce7897e3,Rest Area Karetan Desa Labuhan Ratu 7,Kabupaten Lampung Timur,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_6b4de3296b39,Air Terjun Talang Beringin,Kabupaten Tanggamus,batch_003,6,3,2,1,2,2,1,partial_bucket_coverage,5,3,2
can_6cd30a8f7045,Simpang Wisata Cakat Raya,Kabupaten Tulang Bawang,batch_003,5,5,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_6d344c26c3c7,Taman Merdeka Kota Metro,Kota Metro,batch_003,17,11,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_6e090b1dc62c,Nuwo Kayew,Kota Metro,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_6f29bc97913a,Bendungan Cekdam Way laay,Kabupaten Pesisir Barat,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_6fd6f7a7a4fd,Masjid Agung Taqwa Kota Metro,Kota Metro,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_7005c4ec9fc4,Pantai Beringin Saka,Kabupaten Tanggamus,batch_003,6,4,0,2,4,0,1,partial_bucket_coverage,5,3,2
can_70d12f0a7aac,Sidodadi Water fall,Kabupaten Pesawaran,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_712fbb4d50b9,Jembatan Gantung 28,Kota Metro,batch_003,14,11,2,1,5,2,1,partial_bucket_coverage,5,3,2
can_71fb507d13dc,Puncak Satu 7 Gunung Abung,Kabupaten Lampung Utara,batch_003,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_720fb2c2e8a5,Pantai Canti Kalianda,Kabupaten Lampung Selatan,batch_003,19,9,10,0,5,3,0,partial_bucket_coverage,5,3,2
can_7267a0673e60,Perkebunan Jambu Kristal Gusanto,Kabupaten Tulang Bawang Barat,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_72cb6f83970c,Pos Air BD. Sejahtera,Kabupaten Tulang Bawang,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_73315375b2b4,Bukit Panjerejo,Kabupaten Pringsewu,batch_003,17,11,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_74ca5e6c8a7c,lemahe mbahmu,Kabupaten Tulang Bawang Barat,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_79bfedda5c4d,Teropong Kota Bukit Sindy,Kota Bandar Lampung,batch_003,20,10,10,0,5,3,0,partial_bucket_coverage,5,3,2
can_7a3830c677ef,AIR TERJUN (CURUP),Kabupaten Tanggamus,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_7b72130897dd,TAMAN BUNGA INDAH MANDIRI,Kota Bandar Lampung,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_7e4407f19c27,Mr Sunday - Trip Pulau Pahawang,Kabupaten Pesawaran,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_7ef4299202c4,Menara Siger Lampung,Kabupaten Lampung Selatan,batch_003,17,10,7,0,5,3,0,partial_bucket_coverage,5,3,2
can_7ffcb2575c29,Lapangan Banjar Margo,Kabupaten Tulang Bawang,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_81dc1c9f1e25,TAMAN TIYUH MULYA SARI,Kabupaten Tulang Bawang Barat,batch_003,5,4,1,0,4,0,0,partial_bucket_coverage,5,3,2
can_83f96132a28e,B.C Lantana,Kabupaten Pesawaran,batch_003,8,8,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_847ed2298586,Pantai Melasti,Kabupaten Lampung Barat,batch_003,18,12,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_87975ba63347,TUGU GAJAH BARBEL PRINGSEWU,Kabupaten Pringsewu,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_8ad5903c6bbd,Pantai cukuh bedil,Kabupaten Pringsewu,batch_003,3,3,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_8b11a2aeb1a0,Watu gedi,Kabupaten Lampung Timur,batch_003,4,4,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_8bf098941c4b,Air terjun sarjaya,Kabupaten Tanggamus,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_8dbc09e7534f,Curup way ngison,Kabupaten Lampung Barat,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_9027a53eb791,Bukit Sidoluhur,Kabupaten Lampung Tengah,batch_003,2,1,0,1,0,0,1,partial_bucket_coverage,5,3,2
can_914202914e45,PERKEBUNAN PEBRI SUKSES,Kabupaten Way Kanan,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_91cbaf568da3,TAMAN BUMEN,Kabupaten Pringsewu,batch_003,3,3,0,0,2,0,0,partial_bucket_coverage,5,3,2
can_93a81890063f,Taman Wisata Way Rarem/Bendungan Way Rarem,Kabupaten Lampung Utara,batch_003,18,10,8,0,5,3,0,partial_bucket_coverage,5,3,2
can_93ef14c458ec,Bukit Singkek,Kabupaten Tanggamus,batch_003,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_9460594145a4,Taman kuda mulyosari,Kabupaten Tulang Bawang Barat,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
